2.56469212,5.5,0
2.556374082,5.494700825,0
2.548081488,5.489421935,0
2.539814186,5.484163201,0
2.531572025,5.478924498,0
2.523354856,5.473705699,0
2.515162529,5.46850668,0
2.506994898,5.463327318,0
2.498851816,5.458167492,0
2.49073314,5.453027081,0
2.482638725,5.447905964,0
2.474568429,5.442804025,0
2.466522112,5.437721144,0
2.458499633,5.432657206,0
2.450500853,5.427612096,0
2.442525636,5.4225857,0
2.434573843,5.417577904,0
2.426645341,5.412588597,0
2.418739995,5.407617667,0
2.410857672,5.402665005,0
2.40299824,5.397730501,0
2.395161567,5.392814048,0
2.387347525,5.387915539,0
2.379555984,5.383034868,0
2.371786816,5.378171929,0
2.364039895,5.37332662,0
2.356315095,5.368498836,0
2.348612291,5.363688476,0
2.340931359,5.358895438,0
2.333272178,5.354119623,0
2.325634624,5.34936093,0
2.318018578,5.344619262,0
2.310423919,5.339894521,0
2.302850529,5.33518661,0
2.29529829,5.330495434,0
2.287767084,5.325820897,0
2.280256796,5.321162906,0
2.27276731,5.316521367,0
2.265298513,5.311896188,0
2.25785029,5.307287277,0
2.25042253,5.302694544,0
2.24301512,5.298117899,0
2.23562795,5.293557253,0
2.22826091,5.289012517,0
2.220913891,5.284483604,0
2.213586784,5.279970428,0
2.206279483,5.275472901,0
2.19899188,5.27099094,0
2.19172387,5.26652446,0
2.184475348,5.262073377,0
2.17724621,5.257637608,0
2.170036352,5.253217072,0
2.162845672,5.248811685,0
2.155674067,5.244421369,0
2.148521437,5.240046043,0
2.141387682,5.235685628,0
2.134272701,5.231340045,0
2.127176396,5.227009215,0
2.120098669,5.222693064,0
2.113039423,5.218391512,0
2.10599856,5.214104485,0
2.098975985,5.209831908,0
2.091971603,5.205573706,0
2.084985318,5.201329806,0
2.078017038,5.197100133,0
2.071066669,5.192884616,0
2.064134118,5.188683183,0
2.057219293,5.184495762,0
2.050322104,5.180322283,0
2.04344246,5.176162676,0
2.036580271,5.172016871,0
2.029735447,5.167884799,0
2.022907901,5.163766394,0
2.016097543,5.159661586,0
2.009304288,5.155570308,0
2.002528048,5.151492496,0
1.995768736,5.147428082,0
1.989026268,5.143377002,0
1.982300559,5.13933919,0
1.975591524,5.135314583,0
1.968899079,5.131303117,0
1.962223142,5.12730473,0
1.955563629,5.123319358,0
1.94892046,5.11934694,0
