2.3,4.32567087,0
2.292027904,4.320880752,0
2.28407761,4.316098467,0
2.276149092,4.311324095,0
2.268242323,4.306557712,0
2.260357276,4.301799396,0
2.252493924,4.297049222,0
2.244652237,4.292307265,0
2.236832187,4.287573599,0
2.229033744,4.282848297,0
2.221256878,4.278131432,0
2.213501559,4.273423075,0
2.205767753,4.268723297,0
2.19805543,4.264032168,0
2.190364557,4.259349756,0
2.182695101,4.25467613,0
2.175047027,4.250011356,0
2.167420302,4.245355503,0
2.159814891,4.240708634,0
2.152230758,4.236070815,0
2.144667868,4.231442109,0
2.137126183,4.22682258,0
2.129605667,4.22221229,0
2.122106282,4.217611301,0
2.11462799,4.213019672,0
2.107170753,4.208437464,0
2.099734531,4.203864736,0
2.092319285,4.199301545,0
2.084924975,4.19474795,0
2.07755156,4.190204006,0
2.070198999,4.185669769,0
2.06286725,4.181145294,0
2.055556273,4.176630636,0
2.048266023,4.172125847,0
2.040996458,4.16763098,0
2.033747535,4.163146086,0
2.026519211,4.158671217,0
2.01931144,4.154206423,0
2.012124177,4.149751752,0
2.004957379,4.145307254,0
1.997810999,4.140872975,0
1.990684992,4.136448964,0
1.98357931,4.132035266,0
1.976493908,4.127631926,0
1.969428738,4.12323899,0
1.962383752,4.118856501,0
1.955358903,4.114484503,0
1.948354143,4.110123037,0
1.941369422,4.105772145,0
1.934404691,4.101431868,0
1.927459901,4.097102247,0
1.920535003,4.092783321,0
1.913629946,4.088475128,0
1.90674468,4.084177706,0
1.899879153,4.079891093,0
1.893033316,4.075615325,0
1.886207115,4.071350437,0
1.879400501,4.067096466,0
1.872613419,4.062853445,0
1.865845819,4.058621407,0
1.859097647,4.054400387,0
1.85236885,4.050190416,0
1.845659375,4.045991525,0
1.838969169,4.041803745,0
1.832298177,4.037627108,0
1.825646346,4.033461641,0
1.819013621,4.029307375,0
1.812399947,4.025164337,0
1.805805269,4.021032554,0
1.799229533,4.016912054,0
1.792672683,4.012802863,0
1.786134662,4.008705006,0
1.779615416,4.004618509,0
1.773114888,4.000543394,0
1.766633022,3.996479687,0
1.76016976,3.99242741,0
1.753725047,3.988386585,0
1.747298826,3.984357235,0
1.740891038,3.980339379,0
1.734501627,3.97633304,0
1.728130535,3.972338236,0
1.721777704,3.968354987,0
1.715443077,3.964383312,0
1.709126595,3.960423229,0
1.702828199,3.956474755,0
1.696547832,3.952537908,0
1.690285434,3.948612703,0
1.684040947,3.944699156,0
1.677814312,3.940797284,0
1.671605469,3.936907099,0
1.665414359,3.933028618,0
1.659240924,3.929161852,0
1.653085103,3.925306815,0
1.646946836,3.92146352,0
1.640826064,3.917631978,0
1.634722727,3.913812202,0
1.628636765,3.910004201,0
1.622568117,3.906207986,0
1.616516724,3.902423567,0
1.610482524,3.898650953,0
1.604465458,3.894890153,0
1.598465465,3.891141176,0
1.592482484,3.887404029,0
1.586516455,3.883678719,0
1.580567316,3.879965254,0
1.574635006,3.876263639,0
1.568719465,3.872573881,0
1.562820632,3.868895985,0
